tconst	averageRating	numVotes
tt0002556	6.0	18
tt0002562	4.9	12
tt0002569	5.3	196
tt0002574	6.1	11
tt0002576	4.5	34
tt0002578	3.8	5
tt0002582	8.9	11
tt0002586	5.3	9
tt0002588	6.3	20
tt0002592	7.2	13
tt0002593	6.0	5
tt0002601	4.8	30
tt0002603	5.0	16
tt0002605	5.4	25
tt0002606	5.4	5
tt0002610	4.8	107
tt0002621	5.2	62
tt0002628	5.7	68
tt0002637	7.2	5
tt0002639	6.1	139
tt0002646	6.6	332
tt0002656	5.5	20
tt0002658	3.7	36
tt0002659	5.4	699
tt0002663	6.0	326
tt0002669	6.6	22
tt0002677	4.5	6
tt0002678	5.9	11
tt0002687	7.8	10
tt0002688	7.6	5
tt0002702	4.8	19
tt0002718	4.1	12
tt0002719	5.5	73
tt0002726	4.8	5
tt0002736	5.9	11
tt0002745	3.8	13
tt0002748	7.2	5
tt0002753	5.3	9
tt0002755	4.4	21
tt0002759	5.9	16
tt0002761	4.8	14
tt0002767	5.9	38
tt0002784	4.9	33
tt0002795	6.0	487
tt0002796	4.9	8
tt0002797	4.9	9
tt0002801	5.1	16
tt0002813	5.3	232
tt0002815	3.8	12
tt0002816	5.9	94
tt0002822	4.2	27
tt0002825	7.0	6
tt0002829	4.8	11
tt0002832	6.9	12
tt0002844	7.0	1944
tt0002847	5.0	18
tt0002848	4.8	15
tt0002850	6.0	13
tt0002851	5.3	309
tt0002853	4.1	26
tt0002863	6.7	33
tt0002867	5.5	97
tt0002885	6.0	89
tt0002893	6.0	8
tt0002894	5.5	8
tt0002897	5.8	36
tt0002898	6.9	98
tt0002902	4.6	12
tt0002910	6.1	68
tt0002917	5.7	23
tt0002919	4.7	58
tt0002921	4.0	10
tt0002922	5.1	45
tt0002950	6.0	5
tt0002956	5.0	40
tt0002968	5.0	6
tt0002973	5.6	7
tt0002983	6.0	391
tt0002985	6.2	287
tt0002990	5.5	125
tt0002996	3.6	17
tt0002999	5.8	16
tt0003001	5.0	11
tt0003006	6.2	12
tt0003014	7.1	949
tt0003015	4.5	42
tt0003016	5.5	76
tt0003022	5.6	49
tt0003035	6.0	9
tt0003037	7.0	1350
tt0003044	5.5	14
tt0003046	6.8	48
tt0003054	6.1	16
tt0003057	5.6	7
tt0003059	5.9	28
tt0003065	5.5	78
tt0003073	5.0	38
tt0003075	6.0	22
tt0003078	7.0	12
tt0003083	4.1	7
tt0003093	6.2	12
tt0003102	6.2	100
tt0003104	5.7	250
tt0003106	5.6	79
tt0003111	6.6	5
tt0003112	6.4	7
tt0003131	6.5	124
tt0003133	5.7	12
tt0003156	5.7	11
tt0003158	6.5	11
tt0003159	5.9	18
tt0003165	7.0	1050
tt0003167	5.8	188
tt0003170	6.4	715
tt0003177	4.5	117
tt0003207	5.0	6
tt0003208	4.2	5
tt0003212	5.1	15
tt0003214	6.2	220
tt0003215	5.7	10
tt0003226	4.9	11
tt0003228	5.8	5
tt0003235	5.8	20
tt0003238	5.4	110
tt0003241	5.2	9
tt0003242	8.1	10
tt0003249	6.9	10
tt0003265	4.6	67
tt0003268	5.2	5
tt0003278	7.4	9
tt0003288	5.8	13
tt0003301	6.0	32
tt0003309	4.8	17
tt0003310	5.5	41
tt0003311	6.2	315
tt0003316	6.9	9
tt0003317	7.3	13
tt0003323	6.4	23
tt0003330	6.3	88
tt0003337	5.8	30
tt0003345	5.8	13
tt0003355	4.8	9
tt0003360	5.4	86
tt0003362	5.2	10
tt0003365	4.7	7
tt0003379	3.8	8
tt0003386	7.7	10
tt0003399	5.0	244
tt0003401	5.4	12
tt0003410	5.8	6
tt0003417	5.0	34
tt0003419	6.5	1770
tt0003424	7.3	1293
tt0003427	5.9	27
tt0003431	6.2	6
tt0003436	5.5	72
tt0003438	5.8	19
tt0003441	6.0	10
tt0003442	6.0	9
tt0003451	5.1	9
tt0003454	4.6	9
tt0003460	6.7	50
tt0003468	4.3	23
tt0003471	6.0	553
tt0003484	5.8	6
tt0003489	6.2	474
tt0003497	5.8	16
tt0003499	7.4	18
tt0003500	6.9	7
tt0003502	5.6	22
tt0003508	6.4	8
tt0003512	5.1	125
tt0003513	4.4	5
tt0003516	4.9	38
tt0003520	5.2	6
tt0003526	5.7	32
tt0003536	4.8	8
tt0003540	5.6	27
tt0003545	5.6	14
tt0003552	7.4	5
tt0003565	5.9	21
tt0003578	5.9	9
tt0003584	6.9	12
tt0003585	7.0	10
tt0003587	5.7	18
tt0003588	5.4	7
tt0003589	6.8	8
tt0003590	7.4	5
tt0003591	6.1	10
tt0003595	4.1	10
tt0003596	6.1	46
tt0003598	5.0	8
tt0003599	7.1	7
tt0003600	6.4	10
tt0003609	5.0	7
tt0003615	5.8	108
tt0003616	4.7	6
tt0003617	3.1	11
tt0003618	6.9	19
tt0003625	6.0	12
tt0003630	4.9	16
tt0003632	6.3	6
tt0003637	6.4	379
tt0003638	7.0	7
tt0003641	5.4	9
tt0003643	6.4	1105
tt0003657	6.5	144
tt0003660	3.6	5
tt0003662	6.1	728
tt0003665	6.3	51
tt0003668	5.7	11
tt0003670	6.6	20
tt0003675	6.3	11
tt0003679	5.5	1401
tt0003692	6.8	9
tt0003698	6.3	29
tt0003699	4.5	22
tt0003724	5.9	16
tt0003731	4.8	10
tt0003733	4.8	959
tt0003734	5.3	216
tt0003735	5.6	18
tt0003740	7.1	3075
tt0003743	5.2	27
tt0003750	5.1	9
tt0003751	6.0	36
tt0003758	5.8	1178
tt0003760	5.8	818
tt0003772	6.0	929
tt0003777	5.0	13
tt0003803	6.6	29
tt0003804	6.5	6
tt0003805	5.5	1137
tt0003812	6.8	5
tt0003813	4.9	74
tt0003815	7.4	5
tt0003816	5.1	10
tt0003819	7.3	16
tt0003823	7.1	34
tt0003828	5.7	19
tt0003838	6.2	18
tt0003839	6.6	300
tt0003854	3.7	19
tt0003855	6.4	74
tt0003860	5.1	74
tt0003863	6.0	885
tt0003869	5.3	11
tt0003876	6.1	43
tt0003883	7.5	303
tt0003884	6.7	74
tt0003886	6.6	8
tt0003890	6.0	18
tt0003897	6.4	50
tt0003923	5.2	905
tt0003930	6.9	1162
tt0003934	5.5	833
tt0003943	4.6	36
tt0003948	4.3	17
tt0003949	5.3	160
tt0003952	6.9	931
tt0003960	5.6	19
tt0003961	5.7	1347
tt0003965	7.0	13
tt0003969	5.3	185
tt0003972	4.7	7
tt0003973	5.8	202
tt0003978	4.3	6
tt0003980	5.6	8
tt0003982	5.0	7
tt0003996	6.7	11
tt0003998	5.7	29
tt0004002	6.3	21
tt0004007	5.7	704
tt0004008	7.2	2912
tt0004011	5.6	746
tt0004013	5.0	20
tt0004016	4.0	6
tt0004022	6.2	42
tt0004026	6.8	1040
tt0004027	6.0	11
tt0004028	4.0	18
tt0004030	8.7	10
tt0004039	5.5	107
tt0004047	7.4	5
tt0004052	7.0	81
tt0004057	6.3	9
tt0004060	5.5	95
tt0004064	5.3	14
tt0004065	5.5	43
tt0004066	7.0	503
tt0004074	5.8	214
tt0004091	5.1	954
tt0004099	5.2	415
tt0004100	6.0	854
tt0004101	6.0	1086
tt0004102	5.4	754
tt0004108	6.3	714
tt0004121	5.5	57
tt0004125	3.2	6
tt0004134	6.6	457
tt0004146	7.3	12
tt0004150	5.8	402
tt0004154	4.9	7
tt0004164	3.0	22
tt0004167	7.5	6
tt0004168	5.2	12
tt0004176	6.8	5
tt0004179	5.2	25
tt0004181	6.1	1240
